Alloy Name,Density,Young's Modulus,Yield Strength,Tensile Strength,Fatigue Strength,Specific Heat,Coefficient of Thermal Expansion,Metal Chemical Notations
Aluminum 5082-H19,"{'metric_value': '2.65', 'metric_unit': 'g/cc', 'comment': 'AA; Typical'}","{'metric_value': '70.0', 'metric_unit': 'GPa', 'comment': 'Average of Tension and Compression.  In Al alloys, the compressive modulus is typically 2% greater than the tensile modulus.  Estimated from trends in similar Al alloys.'}","{'metric_value': '370', 'metric_unit': 'MPa', 'comment': ''}","{'metric_value': '395', 'metric_unit': 'MPa', 'comment': ''}",,"{'metric_value': '0.880', 'metric_unit': 'J/g-°C', 'comment': 'Estimated from trends in similar Al alloys.'}","[{'value': '24.0 µm/m-°C', 'start_temp': '20.0 °C', 'end_temp': '100 °C'}]","[['Aluminum, Al', '93.5 - 96 %', '93.5 - 96 %', 'As remainder'], ['Chromium, Cr', '<= 0.15 %', '<= 0.15 %', ''], ['Copper, Cu', '<= 0.15 %', '<= 0.15 %', ''], ['Iron, Fe', '<= 0.35 %', '<= 0.35 %', ''], ['Magnesium, Mg', '4.0 - 5.0 %', '4.0 - 5.0 %', ''], ['Manganese, Mn', '<= 0.15 %', '<= 0.15 %', ''], ['Other, each', '<= 0.05 %', '<= 0.05 %', ''], ['Other, total', '<= 0.15 %', '<= 0.15 %', ''], ['Silicon, Si', '<= 0.20 %', '<= 0.20 %', ''], ['Titanium, Ti', '<= 0.10 %', '<= 0.10 %', ''], ['Zinc, Zn', '<= 0.25 %', '<= 0.25 %', '']]"
Aluminum 518.0-F Die Casting Alloy,"{'metric_value': '2.57', 'metric_unit': 'g/cc', 'comment': ''}","{'metric_value': '69.0', 'metric_unit': 'GPa', 'comment': 'Estimated'}","{'metric_value': '193', 'metric_unit': 'MPa', 'comment': ''}","{'metric_value': '310', 'metric_unit': 'MPa', 'comment': ''}","{'metric_value': '160', 'metric_unit': 'MPa', 'comment': 'Notch Status unknown, R.R. Moore Test'}","{'metric_value': '0.963', 'metric_unit': 'J/g-°C', 'comment': 'Typical for cast aluminum'}","[{'value': '26.5 µm/m-°C', 'start_temp': '20.0 °C', 'end_temp': '300 °C'}]","[['Aluminum, Al', '88.1 - 92.5 %', '88.1 - 92.5 %', 'As remainder'], ['Copper, Cu', '<= 0.25 %', '<= 0.25 %', ''], ['Iron, Fe', '<= 1.8 %', '<= 1.8 %', ''], ['Magnesium, Mg', '7.5 - 8.5 %', '7.5 - 8.5 %', ''], ['Manganese, Mn', '<= 0.35 %', '<= 0.35 %', ''], ['Nickel, Ni', '<= 0.15 %', '<= 0.15 %', ''], ['Other, total', '<= 0.25 %', '<= 0.25 %', ''], ['Silicon, Si', '<= 0.35 %', '<= 0.35 %', ''], ['Tin, Sn', '<= 0.15 %', '<= 0.15 %', ''], ['Zinc, Zn', '<= 0.15 %', '<= 0.15 %', '']]"
Aleris HOGAL 5558 Aluminum 5026-O/H111,"{'metric_value': '2.66', 'metric_unit': 'g/cc', 'comment': 'AA 5083'}",,"{'metric_value': '155', 'metric_unit': 'MPa', 'comment': 'Typical L-T Direction; 0.2% Offset'}","{'metric_value': '250', 'metric_unit': 'MPa', 'comment': 'Typical L-T Direction'}",,,,"[['Aluminum, Al', '88.3 - 94.6 %', '88.3 - 94.6 %', 'as balance'], ['Chromium, Cr', '<= 0.30 %', '<= 0.30 %', ''], ['Copper, Cu', '0.10 - 0.80 %', '0.10 - 0.80 %', ''], ['Iron, Fe', '0.20 - 1.0 %', '0.20 - 1.0 %', ''], ['Magnesium, Mg', '3.9 - 4.9 %', '3.9 - 4.9 %', ''], ['Manganese, Mn', '0.60 - 1.8 %', '0.60 - 1.8 %', ''], ['Silicon, Si', '0.55 - 1.4 %', '0.55 - 1.4 %', ''], ['Titanium, Ti', '<= 0.20 %', '<= 0.20 %', ''], ['Zinc, Zn', '<= 1.0 %', '<= 1.0 %', ''], ['Zirconium, Zr', '<= 0.30 %', '<= 0.30 %', '']]"
Aluminum C443.0-F Die Casting Alloy,"{'metric_value': '2.69', 'metric_unit': 'g/cc', 'comment': ''}","{'metric_value': '71.0', 'metric_unit': 'GPa', 'comment': 'Compressive modulus in is typically about 2% higher for Al alloys'}","{'metric_value': '97.0', 'metric_unit': 'MPa', 'comment': ''}","{'metric_value': '228', 'metric_unit': 'MPa', 'comment': ''}","{'metric_value': '115', 'metric_unit': 'MPa', 'comment': 'Notch Status unknown, R.R. Moore Test'}","{'metric_value': '0.963', 'metric_unit': 'J/g-°C', 'comment': ''}","[{'value': '22.1 µm/m-°C', 'start_temp': '20.0 °C', 'end_temp': '100 °C'}]","[['Aluminum, Al', '89.6 - 95.5 %', '89.6 - 95.5 %', 'As remainder'], ['Copper, Cu', '<= 0.60 %', '<= 0.60 %', ''], ['Iron, Fe', '<= 2.0 %', '<= 2.0 %', ''], ['Magnesium, Mg', '<= 0.10 %', '<= 0.10 %', ''], ['Manganese, Mn', '<= 0.35 %', '<= 0.35 %', ''], ['Nickel, Ni', '<= 0.50 %', '<= 0.50 %', ''], ['Other, total', '<= 0.25 %', '<= 0.25 %', ''], ['Silicon, Si', '4.5 - 6.0 %', '4.5 - 6.0 %', ''], ['Tin, Sn', '<= 0.15 %', '<= 0.15 %', ''], ['Zinc, Zn', '<= 0.50 %', '<= 0.50 %', '']]"
Aluminum 5154-H112,"{'metric_value': '2.66', 'metric_unit': 'g/cc', 'comment': 'AA; Typical'}","{'metric_value': '70.3', 'metric_unit': 'GPa', 'comment': 'AA; Typical; Average of tension and compression.  Compression modulus is about 2% greater than tensile modulus.'}","{'metric_value': '117', 'metric_unit': 'MPa', 'comment': 'AA; Typical'}","{'metric_value': '241', 'metric_unit': 'MPa', 'comment': 'AA; Typical'}","{'metric_value': '117', 'metric_unit': 'MPa', 'comment': 'completely reversed stress; RR Moore machine/specimen'}","{'metric_value': '0.900', 'metric_unit': 'J/g-°C', 'comment': ''}","[{'value': '23.9 µm/m-°C', 'start_temp': '20.0 °C', 'end_temp': '100 °C'}]","[['Aluminum, Al', '94.3 - 96.8 %', '94.3 - 96.8 %', 'As remainder'], ['Beryllium, Be', '<= 0.0008 %', '<= 0.0008 %', 'welding electrode and filler wire only'], ['Chromium, Cr', '0.15 - 0.35 %', '0.15 - 0.35 %', ''], ['Copper, Cu', '<= 0.10 %', '<= 0.10 %', ''], ['Iron, Fe', '<= 0.40 %', '<= 0.40 %', ''], ['Magnesium, Mg', '3.1 - 3.9 %', '3.1 - 3.9 %', ''], ['Manganese, Mn', '<= 0.10 %', '<= 0.10 %', ''], ['Other, each', '<= 0.05 %', '<= 0.05 %', ''], ['Other, total', '<= 0.15 %', '<= 0.15 %', ''], ['Silicon, Si', '<= 0.25 %', '<= 0.25 %', ''], ['Titanium, Ti', '<= 0.20 %', '<= 0.20 %', ''], ['Zinc, Zn', '<= 0.20 %', '<= 0.20 %', '']]"
ALIMEX PLANAL 5083 O/H111 Aluminum Alloy,"{'metric_value': '2.66', 'metric_unit': 'g/cc', 'comment': ''}","{'metric_value': '70.0', 'metric_unit': 'GPa', 'comment': ''}","{'metric_value': '115', 'metric_unit': 'MPa', 'comment': ''}","{'metric_value': '270', 'metric_unit': 'MPa', 'comment': 'Rm'}",,,,[]
Aluminum 1350-H112,"{'metric_value': '2.705', 'metric_unit': 'g/cc', 'comment': ''}","{'metric_value': '69.0', 'metric_unit': 'GPa', 'comment': ''}","{'metric_value': '25.0', 'metric_unit': 'MPa', 'comment': 'Sawed-plate bar'}","{'metric_value': '62.0', 'metric_unit': 'MPa', 'comment': 'Sheet and plate'}",,"{'metric_value': '0.900', 'metric_unit': 'J/g-°C', 'comment': ''}","[{'value': '23.6 µm/m-°C', 'start_temp': '20.0 °C', 'end_temp': '100 °C'}]","[['Aluminum, Al', '>= 99.5 %', '>= 99.5 %', 'Specified'], ['Boron, B', '<= 0.050 %', '<= 0.050 %', ''], ['Chromium, Cr', '<= 0.010 %', '<= 0.010 %', ''], ['Copper, Cu', '<= 0.050 %', '<= 0.050 %', ''], ['Gallium, Ga', '<= 0.030 %', '<= 0.030 %', ''], ['Iron, Fe', '<= 0.40 %', '<= 0.40 %', ''], ['Manganese, Mn', '<= 0.010 %', '<= 0.010 %', ''], ['Other, each', '<= 0.030 %', '<= 0.030 %', ''], ['Other, total', '<= 0.10 %', '<= 0.10 %', ''], ['Silicon, Si', '<= 0.10 %', '<= 0.10 %', ''], ['V+Ti', '<= 0.020 %', '<= 0.020 %', ''], ['Zinc, Zn', '<= 0.050 %', '<= 0.050 %', '']]"
Aluminum 7034-T6,"{'metric_value': '2.89', 'metric_unit': 'g/cc', 'comment': ''}","{'metric_value': '71.0', 'metric_unit': 'GPa', 'comment': ''}","{'metric_value': '730', 'metric_unit': 'MPa', 'comment': ''}","{'metric_value': '750', 'metric_unit': 'MPa', 'comment': ''}",,,,"[['Aluminum, Al', '82.6 - 86.1 %', '82.6 - 86.1 %', 'As remainder'], ['Chromium, Cr', '<= 0.20 %', '<= 0.20 %', ''], ['Copper, Cu', '0.80 - 1.2 %', '0.80 - 1.2 %', ''], ['Iron, Fe', '<= 0.12 %', '<= 0.12 %', ''], ['Magnesium, Mg', '2.0 - 3.0 %', '2.0 - 3.0 %', ''], ['Manganese, Mn', '<= 0.25 %', '<= 0.25 %', ''], ['Other, each', '<= 0.05 %', '<= 0.05 %', ''], ['Other, total', '<= 0.15 %', '<= 0.15 %', ''], ['Silicon, Si', '<= 0.10 %', '<= 0.10 %', ''], ['Zinc, Zn', '11 - 12 %', '11 - 12 %', ''], ['Zirconium, Zr', '0.08 - 0.30 %', '0.08 - 0.30 %', '']]"
Aluminum 4043-H14,"{'metric_value': '2.69', 'metric_unit': 'g/cc', 'comment': 'AA; Typical'}",,"{'metric_value': '165', 'metric_unit': 'MPa', 'comment': ''}","{'metric_value': '170', 'metric_unit': 'MPa', 'comment': ''}",,"{'metric_value': '0.850', 'metric_unit': 'J/g-°C', 'comment': 'Estimated from trends in similar Al alloys.'}","[{'value': '22.1 µm/m-°C', 'start_temp': '20.0 °C', 'end_temp': '100 °C'}]","[['Aluminum, Al', '92.3 - 95.5 %', '92.3 - 95.5 %', 'As remainder'], ['Beryllium, Be', '<= 0.0008 %', '<= 0.0008 %', 'welding electrode and filler wire only'], ['Copper, Cu', '<= 0.30 %', '<= 0.30 %', ''], ['Iron, Fe', '<= 0.80 %', '<= 0.80 %', ''], ['Magnesium, Mg', '<= 0.05 %', '<= 0.05 %', ''], ['Manganese, Mn', '<= 0.05 %', '<= 0.05 %', ''], ['Other, each', '<= 0.05 %', '<= 0.05 %', ''], ['Other, total', '<= 0.15 %', '<= 0.15 %', ''], ['Silicon, Si', '4.5 - 6.0 %', '4.5 - 6.0 %', ''], ['Titanium, Ti', '<= 0.20 %', '<= 0.20 %', ''], ['Zinc, Zn', '<= 0.10 %', '<= 0.10 %', '']]"
"Aluminum LM4 TF (T6) Temper, Gravity Die Cast","{'metric_value': '2.77', 'metric_unit': 'g/cc', 'comment': 'AA 319.0'}",,,"{'metric_value': '280', 'metric_unit': 'MPa', 'comment': ''}",,,,"[['Aluminum, Al', '87 - 91.4 %', '87 - 91.4 %', 'As remainder'], ['Copper, Cu', '2.0 - 4.0 %', '2.0 - 4.0 %', ''], ['Iron, Fe', '0.80 %', '0.80 %', ''], ['Lead, Pb', '0.10 %', '0.10 %', ''], ['Magnesium, Mg', '0.20 %', '0.20 %', ''], ['Manganese, Mn', '0.20 - 0.60 %', '0.20 - 0.60 %', ''], ['Nickel, Ni', '0.30 %', '0.30 %', ''], ['Other, each', '0.050 %', '0.050 %', ''], ['Other, total', '0.15 %', '0.15 %', ''], ['Silicon, Si', '4.0 - 6.0 %', '4.0 - 6.0 %', ''], ['Tin, Sn', '0.10 %', '0.10 %', ''], ['Titanium, Ti', '0.20 %', '0.20 %', ''], ['Zinc, Zn', '0.50 %', '0.50 %', '']]"
Aluminum 6082-T4,"{'metric_value': '2.70', 'metric_unit': 'g/cc', 'comment': 'AA; Typical'}",,"{'metric_value': '110', 'metric_unit': 'MPa', 'comment': ''}","{'metric_value': '205', 'metric_unit': 'MPa', 'comment': ''}",,,,"[['Aluminum, Al', '95.2 - 98.3 %', '95.2 - 98.3 %', 'As remainder'], ['Chromium, Cr', '<= 0.25 %', '<= 0.25 %', ''], ['Copper, Cu', '<= 0.10 %', '<= 0.10 %', ''], ['Iron, Fe', '<= 0.50 %', '<= 0.50 %', ''], ['Magnesium, Mg', '0.60 - 1.2 %', '0.60 - 1.2 %', ''], ['Manganese, Mn', '0.40 - 1.0 %', '0.40 - 1.0 %', ''], ['Other, each', '<= 0.05 %', '<= 0.05 %', ''], ['Other, total', '<= 0.15 %', '<= 0.15 %', ''], ['Silicon, Si', '0.70 - 1.3 %', '0.70 - 1.3 %', ''], ['Titanium, Ti', '<= 0.10 %', '<= 0.10 %', ''], ['Zinc, Zn', '<= 0.20 %', '<= 0.20 %', '']]"
Aluminum 6063-T1,"{'metric_value': '2.70', 'metric_unit': 'g/cc', 'comment': 'AA; Typical'}","{'metric_value': '68.9', 'metric_unit': 'GPa', 'comment': 'AA; Typical; Average of tension and compression.  Compression modulus is about 2% greater than tensile modulus.'}","{'metric_value': '89.6', 'metric_unit': 'MPa', 'comment': 'AA; Typical'}","{'metric_value': '152', 'metric_unit': 'MPa', 'comment': 'AA; Typical'}","{'metric_value': '62.1', 'metric_unit': 'MPa', 'comment': 'completely reversed stress; RR Moore machine/specimen'}","{'metric_value': '0.900', 'metric_unit': 'J/g-°C', 'comment': ''}","[{'value': '23.4 µm/m-°C', 'start_temp': '20.0 °C', 'end_temp': '100 °C'}]","[['Aluminum, Al', '<= 97.5 %', '<= 97.5 %', 'As remainder'], ['Chromium, Cr', '<= 0.10 %', '<= 0.10 %', ''], ['Copper, Cu', '<= 0.10 %', '<= 0.10 %', ''], ['Iron, Fe', '<= 0.35 %', '<= 0.35 %', ''], ['Magnesium, Mg', '0.45 - 0.90 %', '0.45 - 0.90 %', ''], ['Manganese, Mn', '<= 0.10 %', '<= 0.10 %', ''], ['Other, each', '<= 0.05 %', '<= 0.05 %', ''], ['Other, total', '<= 0.15 %', '<= 0.15 %', ''], ['Silicon, Si', '0.20 - 0.60 %', '0.20 - 0.60 %', ''], ['Titanium, Ti', '<= 0.10 %', '<= 0.10 %', ''], ['Zinc, Zn', '<= 0.10 %', '<= 0.10 %', '']]"
Aluminum 2124-O,"{'metric_value': '2.78', 'metric_unit': 'g/cc', 'comment': 'AA; Typical'}","{'metric_value': '73.0', 'metric_unit': 'GPa', 'comment': 'Average of Tension and Compression.  In Al alloys, the compressive modulus is typically 2% greater than the tensile modulus'}",,,,"{'metric_value': '0.882', 'metric_unit': 'J/g-°C', 'comment': ''}","[{'value': '22.9 µm/m-°C', 'start_temp': '20.0 °C', 'end_temp': '100 °C'}]","[['Aluminum, Al', '91.2 - 94.7 %', '91.2 - 94.7 %', 'As remainder'], ['Chromium, Cr', '<= 0.10 %', '<= 0.10 %', ''], ['Copper, Cu', '3.8 - 4.9 %', '3.8 - 4.9 %', ''], ['Iron, Fe', '<= 0.30 %', '<= 0.30 %', ''], ['Magnesium, Mg', '1.2 - 1.8 %', '1.2 - 1.8 %', ''], ['Manganese, Mn', '0.30 - 0.90 %', '0.30 - 0.90 %', ''], ['Other, each', '<= 0.05 %', '<= 0.05 %', ''], ['Other, total', '<= 0.15 %', '<= 0.15 %', ''], ['Silicon, Si', '<= 0.20 %', '<= 0.20 %', ''], ['Titanium, Ti', '<= 0.15 %', '<= 0.15 %', ''], ['Zinc, Zn', '<= 0.25 %', '<= 0.25 %', '']]"
Aluminum 7178-T6; 7178-T651 (Included Creep/Rupture Data),"{'metric_value': '2.83', 'metric_unit': 'g/cc', 'comment': 'AA; Typical'}","{'metric_value': '71.7', 'metric_unit': 'GPa', 'comment': 'AA; Typical; Average of tension and compression.  Compression modulus is about 2% greater than tensile modulus.'}","{'metric_value': '538', 'metric_unit': 'MPa', 'comment': 'AA; Typical'}","{'metric_value': '607', 'metric_unit': 'MPa', 'comment': 'AA; Typical'}","{'metric_value': '150', 'metric_unit': 'MPa', 'comment': ''}","{'metric_value': '0.856', 'metric_unit': 'J/g-°C', 'comment': ''}","[{'value': '23.5 µm/m-°C', 'start_temp': '20.0 °C', 'end_temp': '100 °C'}]","[['Aluminum, Al', '85.3 - 89.5 %', '85.3 - 89.5 %', 'As remainder'], ['Chromium, Cr', '0.18 - 0.28 %', '0.18 - 0.28 %', ''], ['Copper, Cu', '1.6 - 2.4 %', '1.6 - 2.4 %', ''], ['Iron, Fe', '<= 0.50 %', '<= 0.50 %', ''], ['Magnesium, Mg', '2.4 - 3.1 %', '2.4 - 3.1 %', ''], ['Manganese, Mn', '<= 0.30 %', '<= 0.30 %', ''], ['Other, each', '<= 0.05 %', '<= 0.05 %', ''], ['Other, total', '<= 0.15 %', '<= 0.15 %', ''], ['Silicon, Si', '<= 0.40 %', '<= 0.40 %', ''], ['Titanium, Ti', '<= 0.20 %', '<= 0.20 %', ''], ['Zinc, Zn', '6.3 - 7.3 %', '6.3 - 7.3 %', '']]"
Aluminum 7072-O,"{'metric_value': '2.72', 'metric_unit': 'g/cc', 'comment': 'AA; Typical'}","{'metric_value': '68.0', 'metric_unit': 'GPa', 'comment': ''}",,"{'metric_value': '70.0', 'metric_unit': 'MPa', 'comment': ''}",,"{'metric_value': '0.893', 'metric_unit': 'J/g-°C', 'comment': ''}","[{'value': '23.6 µm/m-°C', 'start_temp': '20.0 °C', 'end_temp': '100 °C'}]","[['Aluminum, Al', '<= 97.5 %', '<= 97.5 %', 'As remainder'], ['Copper, Cu', '<= 0.10 %', '<= 0.10 %', ''], ['Magnesium, Mg', '<= 0.10 %', '<= 0.10 %', ''], ['Manganese, Mn', '<= 0.10 %', '<= 0.10 %', ''], ['Other, each', '<= 0.05 %', '<= 0.05 %', ''], ['Other, total', '<= 0.15 %', '<= 0.15 %', ''], ['Si+Fe', '<= 0.70 %', '<= 0.70 %', ''], ['Zinc, Zn', '0.80 - 1.3 %', '0.80 - 1.3 %', '']]"
Aluminum 3102-O,"{'metric_value': '2.71', 'metric_unit': 'g/cc', 'comment': 'AA; Typical'}","{'metric_value': '71.0', 'metric_unit': 'GPa', 'comment': ''}","{'metric_value': '29.0', 'metric_unit': 'MPa', 'comment': ''}","{'metric_value': '92.0', 'metric_unit': 'MPa', 'comment': ''}",,,,"[['Aluminum, Al', '<= 97.8 %', '<= 97.8 %', 'As remainder'], ['Copper, Cu', '<= 0.10 %', '<= 0.10 %', ''], ['Iron, Fe', '<= 0.70 %', '<= 0.70 %', ''], ['Manganese, Mn', '0.05 - 0.40 %', '0.05 - 0.40 %', ''], ['Other, each', '<= 0.05 %', '<= 0.05 %', ''], ['Other, total', '<= 0.15 %', '<= 0.15 %', ''], ['Silicon, Si', '<= 0.40 %', '<= 0.40 %', ''], ['Titanium, Ti', '<= 0.10 %', '<= 0.10 %', ''], ['Zinc, Zn', '<= 0.30 %', '<= 0.30 %', '']]"
Aluminum 5456-H25,"{'metric_value': '2.66', 'metric_unit': 'g/cc', 'comment': 'AA; Typical'}","{'metric_value': '71.0', 'metric_unit': 'GPa', 'comment': 'AA; Typical; Average of tension and compression.  Compression modulus is about 2% greater than tensile modulus.'}","{'metric_value': '165', 'metric_unit': 'MPa', 'comment': 'AA; Typical'}","{'metric_value': '310', 'metric_unit': 'MPa', 'comment': 'AA; Typical'}",,,"[{'value': '23.9 µm/m-°C', 'start_temp': '20.0 °C', 'end_temp': '100 °C'}]","[['Aluminum, Al', '91.9 - 94.8 %', '91.9 - 94.8 %', 'As remainder'], ['Chromium, Cr', '0.05 - 0.20 %', '0.05 - 0.20 %', ''], ['Copper, Cu', '<= 0.10 %', '<= 0.10 %', ''], ['Iron, Fe', '<= 0.40 %', '<= 0.40 %', ''], ['Magnesium, Mg', '4.7 - 5.5 %', '4.7 - 5.5 %', ''], ['Manganese, Mn', '0.50 - 1.0 %', '0.50 - 1.0 %', ''], ['Other, each', '<= 0.05 %', '<= 0.05 %', ''], ['Other, total', '<= 0.15 %', '<= 0.15 %', ''], ['Silicon, Si', '<= 0.25 %', '<= 0.25 %', ''], ['Titanium, Ti', '<= 0.20 %', '<= 0.20 %', ''], ['Zinc, Zn', '<= 0.25 %', '<= 0.25 %', '']]"
Aluminum 384.0-F Die Casting Alloy,"{'metric_value': '2.823', 'metric_unit': 'g/cc', 'comment': ''}",,"{'metric_value': '165', 'metric_unit': 'MPa', 'comment': ''}","{'metric_value': '331', 'metric_unit': 'MPa', 'comment': ''}","{'metric_value': '140', 'metric_unit': 'MPa', 'comment': 'Specific test unknown'}","{'metric_value': '0.963', 'metric_unit': 'J/g-°C', 'comment': 'Typical for cast aluminum'}","[{'value': '20.8 µm/m-°C', 'start_temp': '20.0 °C', 'end_temp': '100 °C'}]","[['Aluminum, Al', '77.3 - 86.5 %', '77.3 - 86.5 %', 'As remainder'], ['Copper, Cu', '3.0 - 4.5 %', '3.0 - 4.5 %', ''], ['Iron, Fe', '<= 1.3 %', '<= 1.3 %', ''], ['Magnesium, Mg', '<= 0.10 %', '<= 0.10 %', ''], ['Manganese, Mn', '<= 0.50 %', '<= 0.50 %', ''], ['Nickel, Ni', '<= 0.50 %', '<= 0.50 %', ''], ['Other, total', '<= 0.50 %', '<= 0.50 %', ''], ['Silicon, Si', '10.5 - 12 %', '10.5 - 12 %', ''], ['Tin, Sn', '<= 0.35 %', '<= 0.35 %', ''], ['Zinc, Zn', '<= 3.0 %', '<= 3.0 %', '']]"
Aluminum 5052-H34,"{'metric_value': '2.68', 'metric_unit': 'g/cc', 'comment': 'AA; Typical'}","{'metric_value': '70.3', 'metric_unit': 'GPa', 'comment': 'AA; Typical; Average of tension and compression.  Compression modulus is about 2% greater than tensile modulus.'}","{'metric_value': '214', 'metric_unit': 'MPa', 'comment': 'AA; Typical'}","{'metric_value': '262', 'metric_unit': 'MPa', 'comment': 'AA; Typical'}","{'metric_value': '124', 'metric_unit': 'MPa', 'comment': 'completely reversed stress; RR Moore machine/specimen'}","{'metric_value': '0.880', 'metric_unit': 'J/g-°C', 'comment': 'Estimated from trends in similar Al alloys.'}","[{'value': '23.8 µm/m-°C', 'start_temp': '20.0 °C', 'end_temp': '100 °C'}]","[['Aluminum, Al', '95.7 - 97.7 %', '95.7 - 97.7 %', 'As remainder'], ['Chromium, Cr', '0.15 - 0.35 %', '0.15 - 0.35 %', ''], ['Copper, Cu', '<= 0.10 %', '<= 0.10 %', ''], ['Iron, Fe', '<= 0.40 %', '<= 0.40 %', ''], ['Magnesium, Mg', '2.2 - 2.8 %', '2.2 - 2.8 %', ''], ['Manganese, Mn', '<= 0.10 %', '<= 0.10 %', ''], ['Other, each', '<= 0.05 %', '<= 0.05 %', ''], ['Other, total', '<= 0.15 %', '<= 0.15 %', ''], ['Silicon, Si', '<= 0.25 %', '<= 0.25 %', ''], ['Zinc, Zn', '<= 0.10 %', '<= 0.10 %', '']]"
"Aluminum 359.0-T62, Permanent Mold Cast","{'metric_value': '2.67', 'metric_unit': 'g/cc', 'comment': ''}","{'metric_value': '72.4', 'metric_unit': 'GPa', 'comment': 'Compressive modulus in is typically about 2% higher for Al alloys'}","{'metric_value': '262', 'metric_unit': 'MPa', 'comment': 'AA'}","{'metric_value': '324', 'metric_unit': 'MPa', 'comment': 'AA'}",,"{'metric_value': '0.963', 'metric_unit': 'J/g-°C', 'comment': ''}","[{'value': '20.9 µm/m-°C', 'start_temp': '20.0 °C', 'end_temp': '100 °C'}]","[['Aluminum, Al', '88.8 - 91 %', '88.8 - 91 %', 'As remainder'], ['Copper, Cu', '<= 0.20 %', '<= 0.20 %', ''], ['Iron, Fe', '<= 0.20 %', '<= 0.20 %', ''], ['Magnesium, Mg', '0.50 - 0.70 %', '0.50 - 0.70 %', ''], ['Manganese, Mn', '<= 0.10 %', '<= 0.10 %', ''], ['Other, each', '<= 0.05 %', '<= 0.05 %', ''], ['Other, total', '<= 0.15 %', '<= 0.15 %', ''], ['Silicon, Si', '8.5 - 9.5 %', '8.5 - 9.5 %', ''], ['Titanium, Ti', '<= 0.20 %', '<= 0.20 %', ''], ['Zinc, Zn', '<= 0.10 %', '<= 0.10 %', '']]"
Aluminum 6009-T6,"{'metric_value': '2.71', 'metric_unit': 'g/cc', 'comment': 'AA; Typical'}","{'metric_value': '69.0', 'metric_unit': 'GPa', 'comment': 'Average of Tension and Compression.  In Al alloys, the compressive modulus is typically 2% greater than the tensile modulus.  Estimated from trends in similar Al alloys.'}","{'metric_value': '320', 'metric_unit': 'MPa', 'comment': ''}","{'metric_value': '340', 'metric_unit': 'MPa', 'comment': ''}",,"{'metric_value': '0.890', 'metric_unit': 'J/g-°C', 'comment': 'Estimated from trends in similar Al alloys.'}","[{'value': '23.6 µm/m-°C', 'start_temp': '20.0 °C', 'end_temp': '100 °C'}]","[['Aluminum, Al', '95.7 - 98.7 %', '95.7 - 98.7 %', 'As remainder'], ['Chromium, Cr', '<= 0.10 %', '<= 0.10 %', ''], ['Copper, Cu', '0.15 - 0.60 %', '0.15 - 0.60 %', ''], ['Iron, Fe', '<= 0.50 %', '<= 0.50 %', ''], ['Magnesium, Mg', '0.40 - 0.80 %', '0.40 - 0.80 %', ''], ['Manganese, Mn', '0.20 - 0.80 %', '0.20 - 0.80 %', ''], ['Other, each', '<= 0.05 %', '<= 0.05 %', ''], ['Other, total', '<= 0.15 %', '<= 0.15 %', ''], ['Silicon, Si', '0.60 - 1.0 %', '0.60 - 1.0 %', ''], ['Titanium, Ti', '<= 0.10 %', '<= 0.10 %', ''], ['Zinc, Zn', '<= 0.25 %', '<= 0.25 %', '']]"
Aluminum 3105-O,"{'metric_value': '2.72', 'metric_unit': 'g/cc', 'comment': 'AA; Typical'}","{'metric_value': '68.9', 'metric_unit': 'GPa', 'comment': 'AA; Typical; Average of tension and compression.  Compression modulus is about 2% greater than tensile modulus.'}","{'metric_value': '55.2', 'metric_unit': 'MPa', 'comment': 'AA; Typical'}","{'metric_value': '117', 'metric_unit': 'MPa', 'comment': 'AA; Typical'}",,"{'metric_value': '0.897', 'metric_unit': 'J/g-°C', 'comment': ''}","[{'value': '23.6 µm/m-°C', 'start_temp': '20.0 °C', 'end_temp': '100 °C'}]","[['Aluminum, Al', '<= 95.9 %', '<= 95.9 %', 'As remainder'], ['Chromium, Cr', '<= 0.20 %', '<= 0.20 %', ''], ['Copper, Cu', '<= 0.30 %', '<= 0.30 %', ''], ['Iron, Fe', '<= 0.70 %', '<= 0.70 %', ''], ['Magnesium, Mg', '0.20 - 0.80 %', '0.20 - 0.80 %', ''], ['Manganese, Mn', '0.30 - 0.80 %', '0.30 - 0.80 %', ''], ['Other, each', '<= 0.05 %', '<= 0.05 %', ''], ['Other, total', '<= 0.15 %', '<= 0.15 %', ''], ['Silicon, Si', '<= 0.60 %', '<= 0.60 %', ''], ['Titanium, Ti', '<= 0.10 %', '<= 0.10 %', ''], ['Zinc, Zn', '<= 0.40 %', '<= 0.40 %', '']]"
