Alloy Name,Density,Young's Modulus,Yield Strength,Tensile Strength,Fatigue Strength,Specific Heat,Coefficient of Thermal Expansion,Metal Chemical Notations
MetalTek MTEK 70-30 UNS C96400 Nickel-Copper Alloy,"{'metric_value': '8.94', 'metric_unit': 'g/cc', 'comment': 'Based on UNS number'}",,"{'metric_value': '220', 'metric_unit': 'MPa', 'comment': ''}","{'metric_value': '415', 'metric_unit': 'MPa', 'comment': ''}",,,,"[['Carbon, C', '<= 0.15 %', '<= 0.15 %', ''], ['Copper, Cu', '63.35 - 71.25 %', '63.35 - 71.25 %', ''], ['Iron, Fe', '0.25 - 1.5 %', '0.25 - 1.5 %', ''], ['Manganese, Mn', '<= 1.5 %', '<= 1.5 %', ''], ['Nickel, Ni', '28 - 32 %', '28 - 32 %', ''], ['Niobium, Nb (Columbium, Cb)', '0.50 - 1.0 %', '0.50 - 1.0 %', ''], ['Silicon, Si', '<= 0.50 %', '<= 0.50 %', ''], [''], [], ['Heat Treatment', 'Not Heat Treated', '']]"
California Fine Wire Stablohm 650 Nickel Chromium Resistance Wire,"{'metric_value': '8.41', 'metric_unit': 'g/cc', 'comment': ''}",,,,,,,"[['Chromium, Cr', '20 %', '20 %', ''], ['Nickel, Ni', '80 %', '80 %', ''], [''], [], ['Magnetic', 'None', ''], ['Temperature Coefficient of Resistance', '0.000085 ohms/ohm-°C', '0-100°C'], ['Thermal EMF vs. Copper', '+0.006', '']]"
EOS NickelAlloy IN718 DMSL on EOS M 290,"{'metric_value': '8.15', 'metric_unit': 'g/cc', 'comment': 'ISO 3369'}",,"{'metric_value': '650', 'metric_unit': 'MPa', 'comment': 'Vertical, as manufactured'}",,,,"[{'value': '13.1 µm/m-°C', 'start_temp': '25.0 °C', 'end_temp': '100 °C'}]","[['Aluminum, Al', '0.20 - 0.80 %', '0.20 - 0.80 %', ''], ['Bismuth, Bi', '<= 0.000030 %', '<= 0.000030 %', ''], ['Boron, B', '<= 0.0060 %', '<= 0.0060 %', ''], ['Carbon, C', '<= 0.080 %', '<= 0.080 %', ''], ['Chromium, Cr', '17 - 21 %', '17 - 21 %', ''], ['Cobalt, Co', '<= 1.0 %', '<= 1.0 %', ''], ['Copper, Cu', '<= 0.30 %', '<= 0.30 %', ''], ['Iron, Fe', '11.1 - 24.6 %', '11.1 - 24.6 %', 'Balance'], ['Lead, Pb', '<= 0.00050 %', '<= 0.00050 %', ''], ['Manganese, Mn', '<= 0.35 %', '<= 0.35 %', ''], ['Molybdenum, Mo', '2.8 - 3.3 %', '2.8 - 3.3 %', ''], ['Nickel, Ni', '50 - 55 %', '50 - 55 %', ''], ['Niobium, Nb (Columbium, Cb)', '4.75 - 5.5 %', '4.75 - 5.5 %', ''], ['Phosphorus, P', '<= 0.015 %', '<= 0.015 %', ''], ['Selenium, Se', '<= 0.0020 %', '<= 0.0020 %', ''], ['Silicon, Si', '<= 0.35 %', '<= 0.35 %', ''], ['Sulfur, S', '<= 0.015 %', '<= 0.015 %', ''], ['Tantalum, Ta', '<= 0.050 %', '<= 0.050 %', ''], ['Titanium, Ti', '0.65 - 1.15 %', '0.65 - 1.15 %', ''], [''], [], ['Surface roughness', '3.8 µm', 'Shot Peened, Horizontal surface'], ['', '4.5 µm', 'As-manufactured, Horizontal surface'], ['Volume rate', '4.2 mm³/s', '']]"
Special Metals Nickel 200,"{'metric_value': '8.89', 'metric_unit': 'g/cc', 'comment': ''}",,"{'metric_value': '148', 'metric_unit': 'MPa', 'comment': 'Annealed'}","{'metric_value': '462', 'metric_unit': 'MPa', 'comment': 'Annealed'}",,"{'metric_value': '0.456', 'metric_unit': 'J/g-°C', 'comment': ''}","[{'value': '13.3 µm/m-°C', 'start_temp': '20.0 °C', 'end_temp': '100 °C'}]","[['Carbon, C', '<= 0.15 %', '<= 0.15 %', ''], ['Copper, Cu', '<= 0.25 %', '<= 0.25 %', ''], ['Iron, Fe', '<= 0.40 %', '<= 0.40 %', ''], ['Manganese, Mn', '<= 0.35 %', '<= 0.35 %', ''], ['Nickel, Ni', '>= 99 %', '>= 99 %', 'Including Cobalt'], ['Silicon, Si', '<= 0.35 %', '<= 0.35 %', ''], ['Sulfur, S', '<= 0.010 %', '<= 0.010 %', '']]"
"Haynes 625 alloy, plate after 1000 hours at 870°C (1600°F)","{'metric_value': '8.44', 'metric_unit': 'g/cc', 'comment': 'at RT'}","{'metric_value': '208', 'metric_unit': 'GPa', 'comment': 'RT'}","{'metric_value': '470', 'metric_unit': 'MPa', 'comment': ''}","{'metric_value': '895', 'metric_unit': 'MPa', 'comment': ''}",,"{'metric_value': '0.410', 'metric_unit': 'J/g-°C', 'comment': 'RT'}","[{'value': '12.8 µm/m-°C', 'start_temp': '25.0 °C', 'end_temp': '100 °C'}]","[['Aluminum, Al', '<= 0.40 %', '<= 0.40 %', ''], ['Carbon, C', '<= 0.10 %', '<= 0.10 %', ''], ['Chromium, Cr', '21 %', '21 %', ''], ['Cobalt, Co', '<= 1.0 %', '<= 1.0 %', ''], ['Iron, Fe', '<= 5.0 %', '<= 5.0 %', ''], ['Manganese, Mn', '<= 0.50 %', '<= 0.50 %', ''], ['Molybdenum, Mo', '9.0 %', '9.0 %', ''], ['Nickel, Ni', '62 %', '62 %', 'As Remainder'], ['Niobium, Nb (Columbium, Cb)', '3.7 %', '3.7 %', 'Includes Ta'], ['Silicon, Si', '<= 0.50 %', '<= 0.50 %', ''], ['Titanium, Ti', '<= 0.40 %', '<= 0.40 %', '']]"
Sandvik Kanthal SW 806 Spray Wire,"{'metric_value': '8.20', 'metric_unit': 'g/cc', 'comment': ''}",,"{'metric_value': '780', 'metric_unit': 'MPa', 'comment': ''}","{'metric_value': '850', 'metric_unit': 'MPa', 'comment': ''}",,,,"[['Aluminum, Al', '>= 4.5 %', '>= 4.5 %', ''], ['Nickel, Ni', '<= 95.5 %', '<= 95.5 %', ''], [''], [], ['Deposition efficiency, %', '60-70', ''], ['Oxides, %', '10-25', ''], ['Surface Roughness, microns', '15-28', '']]"
"Haynes 625 alloy, 30% cold reduction, 1065°C anneal for 5 minutes","{'metric_value': '8.44', 'metric_unit': 'g/cc', 'comment': 'at RT'}","{'metric_value': '208', 'metric_unit': 'GPa', 'comment': 'RT'}","{'metric_value': '530', 'metric_unit': 'MPa', 'comment': ''}","{'metric_value': '965', 'metric_unit': 'MPa', 'comment': ''}",,"{'metric_value': '0.410', 'metric_unit': 'J/g-°C', 'comment': 'RT'}","[{'value': '12.8 µm/m-°C', 'start_temp': '25.0 °C', 'end_temp': '100 °C'}]","[['Aluminum, Al', '<= 0.40 %', '<= 0.40 %', ''], ['Carbon, C', '<= 0.10 %', '<= 0.10 %', ''], ['Chromium, Cr', '21 %', '21 %', ''], ['Cobalt, Co', '<= 1.0 %', '<= 1.0 %', ''], ['Iron, Fe', '<= 5.0 %', '<= 5.0 %', ''], ['Manganese, Mn', '<= 0.50 %', '<= 0.50 %', ''], ['Molybdenum, Mo', '9.0 %', '9.0 %', ''], ['Nickel, Ni', '62 %', '62 %', 'As Remainder'], ['Niobium, Nb (Columbium, Cb)', '3.7 %', '3.7 %', 'Includes Ta'], ['Silicon, Si', '<= 0.50 %', '<= 0.50 %', ''], ['Titanium, Ti', '<= 0.40 %', '<= 0.40 %', '']]"
Alliance A-57 Cast Alnico Magnet,"{'metric_value': '7.30', 'metric_unit': 'g/cc', 'comment': ''}",,,,,,,[]
Ametek PI600 Nickel Alloy Thermal Spray Powder,,,,,,,,"[['Carbon, C', '0.020 %', '0.020 %', ''], ['Chromium, Cr', '14 %', '14 %', ''], ['Iron, Fe', '10 %', '10 %', ''], ['Nickel, Ni', '75 %', '75 %', 'as balance'], ['Silicon, Si', '1.0 %', '1.0 %', '']]"
Goodfellow Nickel 85/Boron 15 Alloy,,,,,,,,"[['Boron, B', '15 %', '15 %', ''], ['Nickel, Ni', '85 %', '85 %', '']]"
"ATI Allegheny Ludlum AL 400™ Nickel-Base Alloy, Annealed Plate, Sheet, and Strip, UNS N04400","{'metric_value': '8.83', 'metric_unit': 'g/cc', 'comment': ''}","{'metric_value': '180', 'metric_unit': 'GPa', 'comment': 'Typical'}","{'metric_value': '240', 'metric_unit': 'MPa', 'comment': 'Typical'}","{'metric_value': '520', 'metric_unit': 'MPa', 'comment': 'Typical'}",,"{'metric_value': '0.430', 'metric_unit': 'J/g-°C', 'comment': ''}","[{'value': '13.9 µm/m-°C', 'start_temp': '20.0 °C', 'end_temp': '93.0 °C'}]","[['Aluminum, Al', '0.020 %', '0.020 %', ''], ['Carbon, C', '0.10 %', '0.10 %', ''], ['Copper, Cu', '32 %', '32 %', ''], ['Iron, Fe', '1.0 %', '1.0 %', ''], ['Manganese, Mn', '0.50 %', '0.50 %', ''], ['Nickel, Ni', '66 %', '66 %', 'as balance; includes Co'], ['Phosphorus, P', '0.0050 %', '0.0050 %', ''], ['Silicon, Si', '0.25 %', '0.25 %', ''], ['Sulfur, S', '0.0050 %', '0.0050 %', '']]"
FiberNide Nickel Aluminide Foam Atomic 20% Aluminum,"{'metric_value': '0.280', 'metric_unit': 'g/cc', 'comment': 'Ni Foam Starting Material'}",,,,,,,"[['Aluminum, Al', '10 %', '10 %', ''], ['Nickel, Ni', '90 %', '90 %', '']]"
"HP Alloys Alloy 718, 15% Cold Worked, Aged","{'metric_value': '8.20', 'metric_unit': 'g/cc', 'comment': ''}","{'metric_value': '200', 'metric_unit': 'GPa', 'comment': ''}","{'metric_value': '1420', 'metric_unit': 'MPa', 'comment': ''}","{'metric_value': '1517', 'metric_unit': 'MPa', 'comment': ''}",,"{'metric_value': '0.435', 'metric_unit': 'J/g-°C', 'comment': ''}","[{'value': '12.9 µm/m-°C', 'start_temp': '20.0 °C', 'end_temp': '100 °C'}]","[['Aluminum, Al', '0.20 - 0.80 %', '0.20 - 0.80 %', ''], ['Boron, B', '<= 0.0060 %', '<= 0.0060 %', ''], ['Carbon, C', '<= 0.080 %', '<= 0.080 %', ''], ['Chromium, Cr', '17 - 21 %', '17 - 21 %', ''], ['Cobalt, Co', '<= 1.0 %', '<= 1.0 %', ''], ['Copper, Cu', '<= 0.30 %', '<= 0.30 %', ''], ['Iron, Fe', '17 %', '17 %', ''], ['Manganese, Mn', '<= 0.35 %', '<= 0.35 %', ''], ['Molybdenum, Mo', '2.8 - 3.3 %', '2.8 - 3.3 %', ''], ['Nickel, Ni', '50 - 55 %', '50 - 55 %', ''], ['Niobium, Nb (Columbium, Cb)', '4.75 - 5.5 %', '4.75 - 5.5 %', ''], ['Phosphorus, P', '<= 0.015 %', '<= 0.015 %', ''], ['Silicon, Si', '<= 0.35 %', '<= 0.35 %', ''], ['Sulfur, S', '<= 0.015 %', '<= 0.015 %', ''], ['Titanium, Ti', '0.65 - 1.15 %', '0.65 - 1.15 %', '']]"
California Fine Wire Nickel Alloy 99 Nickel Alloy,"{'metric_value': '8.91', 'metric_unit': 'g/cc', 'comment': ''}",,,,,"{'metric_value': '0.544', 'metric_unit': 'J/g-°C@Temperature 20.0 °C', 'comment': ''}",,"[['Nickel, Ni', '99.8 %', '99.8 %', ''], [''], [], ['Magnetic', 'Strong', ''], ['Temperature Coefficient of Resistance', '0.006 ohms/ohm-°C', '0-100°C'], ['Thermal EMF vs. Copper', '-0.016', '']]"
Special Metals Nitinol High-Strength Superelastic Ni-Ti-Fe alloy,"{'metric_value': '6.50', 'metric_unit': 'g/cc', 'comment': ''}",,,"{'metric_value': '1450', 'metric_unit': 'MPa', 'comment': ''}",,,,"[['Carbon, C', '<= 0.050 %', '<= 0.050 %', ''], ['Hydrogen, H', '<= 0.0050 %', '<= 0.0050 %', ''], ['Iron, Fe', '1.0 - 2.0 %', '1.0 - 2.0 %', ''], ['Nickel, Ni', '53 - 54 %', '53 - 54 %', ''], ['Other', '<= 0.010 %', '<= 0.010 %', ''], ['Oxygen, O', '<= 0.050 %', '<= 0.050 %', ''], ['Titanium, Ti', '43.885 - 46 %', '43.885 - 46 %', ''], [''], [], ['Lower superelastic plateau stress, ksi', '65', ''], ['Upper superelastic plateau stress, ksi', '100', '']]"
"Haynes 625 alloy, 40% cold reduction","{'metric_value': '8.44', 'metric_unit': 'g/cc', 'comment': 'at RT'}","{'metric_value': '208', 'metric_unit': 'GPa', 'comment': 'RT'}","{'metric_value': '1230', 'metric_unit': 'MPa', 'comment': ''}","{'metric_value': '1440', 'metric_unit': 'MPa', 'comment': ''}",,"{'metric_value': '0.410', 'metric_unit': 'J/g-°C', 'comment': 'RT'}","[{'value': '12.8 µm/m-°C', 'start_temp': '25.0 °C', 'end_temp': '100 °C'}]","[['Aluminum, Al', '<= 0.40 %', '<= 0.40 %', ''], ['Carbon, C', '<= 0.10 %', '<= 0.10 %', ''], ['Chromium, Cr', '21 %', '21 %', ''], ['Cobalt, Co', '<= 1.0 %', '<= 1.0 %', ''], ['Iron, Fe', '<= 5.0 %', '<= 5.0 %', ''], ['Manganese, Mn', '<= 0.50 %', '<= 0.50 %', ''], ['Molybdenum, Mo', '9.0 %', '9.0 %', ''], ['Nickel, Ni', '62 %', '62 %', 'As Remainder'], ['Niobium, Nb (Columbium, Cb)', '3.7 %', '3.7 %', 'Includes Ta'], ['Silicon, Si', '<= 0.50 %', '<= 0.50 %', ''], ['Titanium, Ti', '<= 0.40 %', '<= 0.40 %', '']]"
"Haynes 625 alloy, 50% cold reduction, 1175°C anneal for 5 minutes","{'metric_value': '8.44', 'metric_unit': 'g/cc', 'comment': 'at RT'}","{'metric_value': '208', 'metric_unit': 'GPa', 'comment': 'RT'}","{'metric_value': '350', 'metric_unit': 'MPa', 'comment': ''}","{'metric_value': '825', 'metric_unit': 'MPa', 'comment': ''}",,"{'metric_value': '0.410', 'metric_unit': 'J/g-°C', 'comment': 'RT'}","[{'value': '12.8 µm/m-°C', 'start_temp': '25.0 °C', 'end_temp': '100 °C'}]","[['Aluminum, Al', '<= 0.40 %', '<= 0.40 %', ''], ['Carbon, C', '<= 0.10 %', '<= 0.10 %', ''], ['Chromium, Cr', '21 %', '21 %', ''], ['Cobalt, Co', '<= 1.0 %', '<= 1.0 %', ''], ['Iron, Fe', '<= 5.0 %', '<= 5.0 %', ''], ['Manganese, Mn', '<= 0.50 %', '<= 0.50 %', ''], ['Molybdenum, Mo', '9.0 %', '9.0 %', ''], ['Nickel, Ni', '62 %', '62 %', 'As Remainder'], ['Niobium, Nb (Columbium, Cb)', '3.7 %', '3.7 %', 'Includes Ta'], ['Silicon, Si', '<= 0.50 %', '<= 0.50 %', ''], ['Titanium, Ti', '<= 0.40 %', '<= 0.40 %', '']]"
"Haynes 625 alloy, 40% cold reduction, 1010°C anneal for 5 minutes","{'metric_value': '8.44', 'metric_unit': 'g/cc', 'comment': 'at RT'}","{'metric_value': '208', 'metric_unit': 'GPa', 'comment': 'RT'}","{'metric_value': '565', 'metric_unit': 'MPa', 'comment': ''}","{'metric_value': '970', 'metric_unit': 'MPa', 'comment': ''}",,"{'metric_value': '0.410', 'metric_unit': 'J/g-°C', 'comment': 'RT'}","[{'value': '12.8 µm/m-°C', 'start_temp': '25.0 °C', 'end_temp': '100 °C'}]","[['Aluminum, Al', '<= 0.40 %', '<= 0.40 %', ''], ['Carbon, C', '<= 0.10 %', '<= 0.10 %', ''], ['Chromium, Cr', '21 %', '21 %', ''], ['Cobalt, Co', '<= 1.0 %', '<= 1.0 %', ''], ['Iron, Fe', '<= 5.0 %', '<= 5.0 %', ''], ['Manganese, Mn', '<= 0.50 %', '<= 0.50 %', ''], ['Molybdenum, Mo', '9.0 %', '9.0 %', ''], ['Nickel, Ni', '62 %', '62 %', 'As Remainder'], ['Niobium, Nb (Columbium, Cb)', '3.7 %', '3.7 %', 'Includes Ta'], ['Silicon, Si', '<= 0.50 %', '<= 0.50 %', ''], ['Titanium, Ti', '<= 0.40 %', '<= 0.40 %', '']]"
"Haynes 625 alloy, 10% cold reduction","{'metric_value': '8.44', 'metric_unit': 'g/cc', 'comment': 'at RT'}","{'metric_value': '208', 'metric_unit': 'GPa', 'comment': 'RT'}","{'metric_value': '780', 'metric_unit': 'MPa', 'comment': ''}","{'metric_value': '1040', 'metric_unit': 'MPa', 'comment': ''}",,"{'metric_value': '0.410', 'metric_unit': 'J/g-°C', 'comment': 'RT'}","[{'value': '12.8 µm/m-°C', 'start_temp': '25.0 °C', 'end_temp': '100 °C'}]","[['Aluminum, Al', '<= 0.40 %', '<= 0.40 %', ''], ['Carbon, C', '<= 0.10 %', '<= 0.10 %', ''], ['Chromium, Cr', '21 %', '21 %', ''], ['Cobalt, Co', '<= 1.0 %', '<= 1.0 %', ''], ['Iron, Fe', '<= 5.0 %', '<= 5.0 %', ''], ['Manganese, Mn', '<= 0.50 %', '<= 0.50 %', ''], ['Molybdenum, Mo', '9.0 %', '9.0 %', ''], ['Nickel, Ni', '62 %', '62 %', 'As Remainder'], ['Niobium, Nb (Columbium, Cb)', '3.7 %', '3.7 %', 'Includes Ta'], ['Silicon, Si', '<= 0.50 %', '<= 0.50 %', ''], ['Titanium, Ti', '<= 0.40 %', '<= 0.40 %', '']]"
Sandvik Nikrothal 80 Resistance Wire,"{'metric_value': '8.30', 'metric_unit': 'g/cc', 'comment': ''}",,"{'metric_value': '300', 'metric_unit': 'MPa', 'comment': ''}","{'metric_value': '100', 'metric_unit': 'MPa', 'comment': 'deformation rate= 6.2x10-2/min'}",,"{'metric_value': '0.460', 'metric_unit': 'J/g-°C@Temperature 20.0 °C', 'comment': ''}","[{'value': '14.1 µm/m-°C', 'start_temp': '20.0 °C', 'end_temp': '250 °C'}]","[['Carbon, C', '<= 0.10 %', '<= 0.10 %', ''], ['Chromium, Cr', '19 - 21 %', '19 - 21 %', ''], ['Iron, Fe', '>= 2.0 %', '>= 2.0 %', ''], ['Manganese, Mn', '<= 1.0 %', '<= 1.0 %', ''], ['Nickel, Ni', '>= 74.2 %', '>= 74.2 %', ''], ['Silicon, Si', '1.0 - 1.7 %', '1.0 - 1.7 %', '']]"
FiberNide Nickel Aluminide Foam Atomic 22% Aluminum,"{'metric_value': '0.280', 'metric_unit': 'g/cc', 'comment': 'Ni Foam Starting Material'}",,"{'metric_value': '2.91', 'metric_unit': 'MPa', 'comment': ''}",,,,,"[['Aluminum, Al', '11 %', '11 %', ''], ['Nickel, Ni', '89 %', '89 %', '']]"
California Fine Wire Nickel 220 Super Alloy,"{'metric_value': '8.91', 'metric_unit': 'g/cc', 'comment': ''}",,,,,"{'metric_value': '0.460', 'metric_unit': 'J/g-°C@Temperature 20.0 °C', 'comment': ''}",,"[['Nickel, Ni', '99.98 %', '99.98 %', ''], [''], [], ['Magnetic', 'Strong', ''], ['Temperature Coefficient of Resistance', '0.0059 ohms/ohm-°C', '0-100°C'], ['Thermal EMF vs. Copper', '-0.022', '']]"
"HP Alloys Alloy 718, 25% Cold Worked","{'metric_value': '8.20', 'metric_unit': 'g/cc', 'comment': ''}","{'metric_value': '200', 'metric_unit': 'GPa', 'comment': ''}","{'metric_value': '1069', 'metric_unit': 'MPa', 'comment': ''}","{'metric_value': '1158', 'metric_unit': 'MPa', 'comment': ''}",,"{'metric_value': '0.435', 'metric_unit': 'J/g-°C', 'comment': ''}","[{'value': '12.9 µm/m-°C', 'start_temp': '20.0 °C', 'end_temp': '100 °C'}]","[['Aluminum, Al', '0.20 - 0.80 %', '0.20 - 0.80 %', ''], ['Boron, B', '<= 0.0060 %', '<= 0.0060 %', ''], ['Carbon, C', '<= 0.080 %', '<= 0.080 %', ''], ['Chromium, Cr', '17 - 21 %', '17 - 21 %', ''], ['Cobalt, Co', '<= 1.0 %', '<= 1.0 %', ''], ['Copper, Cu', '<= 0.30 %', '<= 0.30 %', ''], ['Iron, Fe', '17 %', '17 %', ''], ['Manganese, Mn', '<= 0.35 %', '<= 0.35 %', ''], ['Molybdenum, Mo', '2.8 - 3.3 %', '2.8 - 3.3 %', ''], ['Nickel, Ni', '50 - 55 %', '50 - 55 %', ''], ['Niobium, Nb (Columbium, Cb)', '4.75 - 5.5 %', '4.75 - 5.5 %', ''], ['Phosphorus, P', '<= 0.015 %', '<= 0.015 %', ''], ['Silicon, Si', '<= 0.35 %', '<= 0.35 %', ''], ['Sulfur, S', '<= 0.015 %', '<= 0.015 %', ''], ['Titanium, Ti', '0.65 - 1.15 %', '0.65 - 1.15 %', '']]"
Goodfellow Nickel 55/Titanium 45 Shape Memory Alloy,"{'metric_value': '6.50', 'metric_unit': 'g/cc', 'comment': ''}","{'metric_value': '60.', 'metric_unit': '0', 'comment': ''}",,,,,,"[['Nickel, Ni', '55 %', '55 %', ''], ['Titanium, Ti', '45 %', '45 %', '']]"
Goodfellow Nanocrystalline Nickel,,,,,,,,"[['Nickel, Ni', '100 %', '100 %', '']]"
"HP Alloys Alloy C-276, 30% Cold Worked","{'metric_value': '8.90', 'metric_unit': 'g/cc', 'comment': ''}","{'metric_value': '205', 'metric_unit': 'GPa', 'comment': ''}","{'metric_value': '1083', 'metric_unit': 'MPa', 'comment': ''}","{'metric_value': '1171', 'metric_unit': 'MPa', 'comment': ''}",,"{'metric_value': '0.427', 'metric_unit': 'J/g-°C', 'comment': ''}","[{'value': '11.7 µm/m-°C', 'start_temp': '20.0 °C', 'end_temp': '100 °C'}]","[['Carbon, C', '<= 0.010 %', '<= 0.010 %', ''], ['Chromium, Cr', '14.5 - 16.5 %', '14.5 - 16.5 %', ''], ['Cobalt, Co', '<= 2.5 %', '<= 2.5 %', ''], ['Iron, Fe', '4.0 - 7.0 %', '4.0 - 7.0 %', ''], ['Manganese, Mn', '<= 1.0 %', '<= 1.0 %', ''], ['Molybdenum, Mo', '15 - 17 %', '15 - 17 %', ''], ['Nickel, Ni', '57 %', '57 %', ''], ['Phosphorus, P', '<= 0.025 %', '<= 0.025 %', ''], ['Silicon, Si', '<= 0.080 %', '<= 0.080 %', ''], ['Sulfur, S', '<= 0.010 %', '<= 0.010 %', ''], ['Tungsten, W', '3.0 - 4.5 %', '3.0 - 4.5 %', ''], ['Vanadium, V', '<= 0.35 %', '<= 0.35 %', '']]"
Materion Nibryl Beryllium Nickel Alloy (Nibryl)-360 Rod and Bar; A (A) Temper; All Sizes (UNS N03360),"{'metric_value': '8.28', 'metric_unit': 'g/cc', 'comment': ''}","{'metric_value': '207', 'metric_unit': 'GPa', 'comment': ''}","{'metric_value': '345', 'metric_unit': 'MPa', 'comment': ''}","{'metric_value': '760', 'metric_unit': 'MPa', 'comment': ''}",,,"[{'value': '14.0 µm/m-°C', 'start_temp': '20.0 °C', 'end_temp': '200 °C'}]","[['Beryllium, Be', '1.85 - 2.05 %', '1.85 - 2.05 %', ''], ['Nickel, Ni', '97.5 %', '97.5 %', 'as balance'], ['Titanium, Ti', '0.40 - 0.60 %', '0.40 - 0.60 %', '']]"
"Haynes 625 alloy, plate after 4000 hours at 870°C (1600°F)","{'metric_value': '8.44', 'metric_unit': 'g/cc', 'comment': 'at RT'}","{'metric_value': '208', 'metric_unit': 'GPa', 'comment': 'RT'}","{'metric_value': '460', 'metric_unit': 'MPa', 'comment': ''}","{'metric_value': '895', 'metric_unit': 'MPa', 'comment': ''}",,"{'metric_value': '0.410', 'metric_unit': 'J/g-°C', 'comment': 'RT'}","[{'value': '12.8 µm/m-°C', 'start_temp': '25.0 °C', 'end_temp': '100 °C'}]","[['Aluminum, Al', '<= 0.40 %', '<= 0.40 %', ''], ['Carbon, C', '<= 0.10 %', '<= 0.10 %', ''], ['Chromium, Cr', '21 %', '21 %', ''], ['Cobalt, Co', '<= 1.0 %', '<= 1.0 %', ''], ['Iron, Fe', '<= 5.0 %', '<= 5.0 %', ''], ['Manganese, Mn', '<= 0.50 %', '<= 0.50 %', ''], ['Molybdenum, Mo', '9.0 %', '9.0 %', ''], ['Nickel, Ni', '62 %', '62 %', 'As Remainder'], ['Niobium, Nb (Columbium, Cb)', '3.7 %', '3.7 %', 'Includes Ta'], ['Silicon, Si', '<= 0.50 %', '<= 0.50 %', ''], ['Titanium, Ti', '<= 0.40 %', '<= 0.40 %', '']]"
"IN-102 Nickel Alloy, UNS N06102",,,"{'metric_value': '200', 'metric_unit': 'MPa', 'comment': ''}","{'metric_value': '345', 'metric_unit': 'MPa', 'comment': ''}",,,,"[['Aluminum, Al', '0.50 %', '0.50 %', ''], ['Boron, B', '0.0050 %', '0.0050 %', ''], ['Carbon, C', '0.060 %', '0.060 %', ''], ['Chromium, Cr', '15 %', '15 %', ''], ['Iron, Fe', '7.0 %', '7.0 %', ''], ['Magnesium, Mg', '0.020 %', '0.020 %', ''], ['Molybdenum, Mo', '2.9 %', '2.9 %', ''], ['Nickel, Ni', '67 %', '67 %', ''], ['Niobium, Nb (Columbium, Cb)', '2.9 %', '2.9 %', ''], ['Titanium, Ti', '0.50 %', '0.50 %', ''], ['Tungsten, W', '3.0 %', '3.0 %', ''], ['Zirconium, Zr', '0.030 %', '0.030 %', '']]"
Sandvik Thermothal P Thermocouple,"{'metric_value': '8.72', 'metric_unit': 'g/cc', 'comment': ''}","{'metric_value': '200', 'metric_unit': 'GPa', 'comment': ''}","{'metric_value': '244', 'metric_unit': 'MPa', 'comment': 'deformation rate= 6.2x10-2/min'}","{'metric_value': '563', 'metric_unit': 'MPa', 'comment': 'deformation rate= 6.2x10-2/min'}",,"{'metric_value': '0.448', 'metric_unit': 'J/g-°C@Temperature 20.0 °C', 'comment': ''}","[{'value': '17.0 µm/m-°C', 'start_temp': '20.0 °C', 'end_temp': '100 °C'}]","[['Chromium, Cr', '10 %', '10 %', ''], ['Nickel, Ni', '89.5 %', '89.5 %', ''], ['Silicon, Si', '0.50 %', '0.50 %', '']]"
"Haynes 625 alloy, 30% cold reduction, 1120°C anneal for 5 minutes","{'metric_value': '8.44', 'metric_unit': 'g/cc', 'comment': 'at RT'}","{'metric_value': '208', 'metric_unit': 'GPa', 'comment': 'RT'}","{'metric_value': '400', 'metric_unit': 'MPa', 'comment': ''}","{'metric_value': '875', 'metric_unit': 'MPa', 'comment': ''}",,"{'metric_value': '0.410', 'metric_unit': 'J/g-°C', 'comment': 'RT'}","[{'value': '12.8 µm/m-°C', 'start_temp': '25.0 °C', 'end_temp': '100 °C'}]","[['Aluminum, Al', '<= 0.40 %', '<= 0.40 %', ''], ['Carbon, C', '<= 0.10 %', '<= 0.10 %', ''], ['Chromium, Cr', '21 %', '21 %', ''], ['Cobalt, Co', '<= 1.0 %', '<= 1.0 %', ''], ['Iron, Fe', '<= 5.0 %', '<= 5.0 %', ''], ['Manganese, Mn', '<= 0.50 %', '<= 0.50 %', ''], ['Molybdenum, Mo', '9.0 %', '9.0 %', ''], ['Nickel, Ni', '62 %', '62 %', 'As Remainder'], ['Niobium, Nb (Columbium, Cb)', '3.7 %', '3.7 %', 'Includes Ta'], ['Silicon, Si', '<= 0.50 %', '<= 0.50 %', ''], ['Titanium, Ti', '<= 0.40 %', '<= 0.40 %', '']]"
